S/T name,SA2 name,Latitude,Longitude
Australian Capital Territory,Flynn ,-35.213731,149.046505
Australian Capital Territory,Fraser,-35.191196,149.041381
Australian Capital Territory,Giralang,-35.20879,149.092204
Australian Capital Territory,Gooromon,-35.470057,148.954507
Australian Capital Territory,Hawker,-35.252312,149.039757
Australian Capital Territory,Higgins,-35.233095,149.027959
Australian Capital Territory,Holt,-35.237163,148.994259
Australian Capital Territory,Kaleen,-35.221004,149.099166
Australian Capital Territory,Latham,-35.213204,149.03248
Australian Capital Territory,Lawson,-35.225273,149.088465
Australian Capital Territory,Macgregor ,-35.209556,149.007466
Australian Capital Territory,Macquarie,-35.248573,149.061813
Australian Capital Territory,McKellar,null,null
Australian Capital Territory,Melba,-35.210766,149.052787
Australian Capital Territory,Page,-35.23858,149.045856
Australian Capital Territory,Scullin,-35.230596,149.035033
Australian Capital Territory,Spence,-35.198192,149.066919
Australian Capital Territory,Weetangera,-35.249893,149.049606
Australian Capital Territory,Molonglo Corridor,-35.33333,149.18333
Australian Capital Territory,West Belconnen,-35.238449,149.063662
Australian Capital Territory,Hume,null,null
Australian Capital Territory,Kowen,-35.470057,148.954507
Australian Capital Territory,Canberra East,-35.28346,149.12807
Australian Capital Territory,Canberra Airport,-35.280901,149.129269
Australian Capital Territory,Majura,-35.26667,149.2
Australian Capital Territory,Amaroo,-35.173132,149.130246
Australian Capital Territory,Bonner,-35.155752,149.141892
Australian Capital Territory,Casey,-35.170868,149.072656
Australian Capital Territory,Crace,-35.2025,149.107363
Australian Capital Territory,Forde,-35.170871,149.145291
Australian Capital Territory,Franklin,-35.202427,149.143153
Australian Capital Territory,Gungahlin,null,null
Australian Capital Territory,Hall,null,null
Australian Capital Territory,Harrison,-35.200088,149.156499
Australian Capital Territory,Mitchell,-35.2179,149.143766
Australian Capital Territory,Ngunnawal,-35.169532,149.111429
Australian Capital Territory,Nicholls,-35.190181,149.087572
Australian Capital Territory,Palmerston,-35.192783,149.120467
Australian Capital Territory,"Gungahlin, Gungahlin East",-35.187546,149.134957
Australian Capital Territory,"Gungahlin, Gungahlin West",-35.187546,149.134957
Australian Capital Territory,Jacka,-35.470057,148.954507
Australian Capital Territory,Kenny,null,null
Australian Capital Territory,Moncrieff,-35.470057,148.954507
Australian Capital Territory,Taylor,-35.470057,148.954507
Australian Capital Territory,Throsby,-35.470057,148.954507
Australian Capital Territory,Acton,-35.281801,149.056333
Australian Capital Territory,Ainslie,-35.267027,149.154275
Australian Capital Territory,Braddon,-35.275319,149.135954
Australian Capital Territory,Civic,-35.280901,149.129269
Australian Capital Territory,Dickson,null,null
Australian Capital Territory,Downer,-35.243526,149.143839
Australian Capital Territory,Hackett,null,null
Australian Capital Territory,Lyneham,-35.250002,149.129336
Australian Capital Territory,O`Connor ,-35.470057,148.954507
Australian Capital Territory,Turner,-35.272233,149.123483
Australian Capital Territory,Watson,-35.215334,149.183121
Australian Capital Territory,Black Mountain,-35.273907,149.099373
Australian Capital Territory,Campbell,-35.276851,149.169432
Australian Capital Territory,Duntroon,-35.300015,149.16599
Australian Capital Territory,"Parkes, Parkes North",-35.300663,149.1305
Australian Capital Territory,Reid,-35.282852,149.14694
Australian Capital Territory,Russell,-35.470057,148.954507
Australian Capital Territory,Deakin,-35.320944,149.106713
Australian Capital Territory,Forrest,-35.317624,149.12476
Australian Capital Territory,Griffith ,null,null
Australian Capital Territory,Lake Burley Griffin,null,null
Australian Capital Territory,Narrabundah,-35.338649,149.151638
Australian Capital Territory,"Parkes, Parkes South",-35.300663,149.1305
Australian Capital Territory,Red Hill ,-35.343318,149.129464
Australian Capital Territory,Yarralumla,-35.30158,149.096317
Australian Capital Territory,Barton,null,null
Australian Capital Territory,Fyshwick,-35.320268,149.177798
Australian Capital Territory,Kingston ,-35.315957,149.14384
Australian Capital Territory,Banks,-35.473775,149.095321
Australian Capital Territory,Bonython,-35.445896,149.074392
Australian Capital Territory,Calwell,-35.43383,149.114133
Australian Capital Territory,Chisholm,-35.42883,149.131585
Australian Capital Territory,Conder,-35.452538,149.101285
Australian Capital Territory,Fadden,-35.401973,149.118447
Australian Capital Territory,Gilmore,-35.415499,149.138054
Australian Capital Territory,Gordon,-35.401973,149.118447
Australian Capital Territory,Gowrie,-35.4113,149.108871
Australian Capital Territory,Greenway,-35.42071,149.065929
Australian Capital Territory,Isabella Plains,-35.431648,149.093792
Australian Capital Territory,Kambah,-35.380557,149.058314
Australian Capital Territory,Macarthur,-35.39761,149.155185
Australian Capital Territory,Monash,-35.413505,149.091234
Australian Capital Territory,Mount Taylor,null,null
Australian Capital Territory,Oxley,null,null
Australian Capital Territory,Richardson,null,null
Australian Capital Territory,Theodore,-35.449278,149.125294
Australian Capital Territory,Tuggeranong,-35.411616,149.066971
Australian Capital Territory,Wanniassa,-35.396473,149.088073
Australian Capital Territory,"Tuggeranong, Tuggeranong West",-35.411616,149.066971
Australian Capital Territory,Chapman,-35.35386,149.032869
Australian Capital Territory,Duffy,-35.325183,149.023986
Australian Capital Territory,Fisher,-35.355505,149.053484
Australian Capital Territory,Holder,-35.336585,149.048406
Australian Capital Territory,Rivett,-35.34793,149.037087
Australian Capital Territory,Stirling,-35.356315,149.045059
Australian Capital Territory,Waramanga,-35.350415,149.061813
Australian Capital Territory,Weston,-35.333054,149.059753
Australian Capital Territory,Scrivener,-35.470057,148.954507
Australian Capital Territory,Chifley,-35.361616,149.06868
Australian Capital Territory,Curtin,-35.323722,149.076834
Australian Capital Territory,Farrer,-35.375962,149.104817
Australian Capital Territory,Garran,-35.343645,149.104199
Australian Capital Territory,Hughes,-35.3336,149.092444
Australian Capital Territory,Isaacs,-35.368596,149.111804
Australian Capital Territory,Lyons,-35.338707,149.076979
Australian Capital Territory,Mawson,-35.364831,149.094629
Australian Capital Territory,O`Malley,-35.470057,148.954507
Australian Capital Territory,Pearce,-35.363726,149.083794
Australian Capital Territory,Phillip,-35.35379,149.093092
Australian Capital Territory,Torrens,-35.377054,149.083199
Australian Capital Territory,Arboretum,-35.470057,148.954507
Australian Capital Territory,Coombs,-35.470057,148.954507
Australian Capital Territory,Denman Prospect,-35.470057,148.954507
Australian Capital Territory,Molonglo,-35.33333,149.18333
Australian Capital Territory,"Molonglo, Molonglo North",-35.33333,149.18333
Australian Capital Territory,Wright,-35.470057,148.954507
Australian Capital Territory,"ACT, ACT South West",-35.470057,148.954507
Australian Capital Territory,Namadgi,-35.470057,148.954507
